Gene stable ID	Gene name	HGNC symbol
ENSG00000169239	CA5B	CA5B
ENSG00000171405	XAGE5	XAGE5
ENSG00000181433	SAGE1	SAGE1
ENSG00000102181	CD99L2	CD99L2
ENSG00000270916	RPL12P50	RPL12P50
ENSG00000212595	RNA5SP525	RNA5SP525
ENSG00000290892		
ENSG00000011677	GABRA3	GABRA3
ENSG00000252205	RNU6-764P	RNU6-764P
ENSG00000207957	MIR105-1	MIR105-1
ENSG00000211583	MIR767	MIR767
ENSG00000207818	MIR105-2	MIR105-2
ENSG00000223940	KRT8P8	KRT8P8
ENSG00000290868	CSAG4	
ENSG00000169083	AR	AR
ENSG00000147050	KDM6A	KDM6A
ENSG00000101972	STAG2	STAG2
ENSG00000204118	NAP1L6P	NAP1L6P
ENSG00000293034	NAP1L6P	NAP1L6P
ENSG00000243468	INGX	INGX
ENSG00000260081	MRFAP1P1	MRFAP1P1
ENSG00000221930	DENND10P1	DENND10P1
ENSG00000293183		
ENSG00000259849	VENTXP1	VENTXP1
ENSG00000293226	VENTXP1	VENTXP1
ENSG00000248503	C4orf46P2	C4orf46P2
ENSG00000293258		
ENSG00000233585	ACAA2P1	ACAA2P1
ENSG00000229547		
ENSG00000233382	NKAPP1	NKAPP1
ENSG00000269904	MAP2K4P1	MAP2K4P1
ENSG00000283349	PFN5P	PFN5P
ENSG00000293387		
ENSG00000224963	ECMXP	ECMXP
ENSG00000293443		
ENSG00000188828	GLRA4	GLRA4
ENSG00000278530	CHMP1B2P	CHMP1B2P
ENSG00000196632	WNK3	WNK3
ENSG00000207104	RNU6-434P	RNU6-434P
ENSG00000158526	TSR2	TSR2
ENSG00000102302	FGD1	FGD1
ENSG00000293133	INGX	
ENSG00000283599		
ENSG00000009694	TENM1	TENM1
ENSG00000288661		
ENSG00000036473	OTC	OTC
ENSG00000227988	CRIPTOP1	CRIPTOP1
ENSG00000232370	BAG1P1	BAG1P1
ENSG00000229735	FTLP16	FTLP16
ENSG00000233007	UBTFL11	UBTFL11
ENSG00000156298	TSPAN7	TSPAN7
ENSG00000238606	RNU7-7P	RNU7-7P
ENSG00000169057	MECP2	MECP2
ENSG00000089682	RBM41	RBM41
ENSG00000165675	ENOX2	ENOX2
ENSG00000288706		
ENSG00000101951	PAGE4	PAGE4
ENSG00000273820	USP27X	USP27X
ENSG00000220132	CPSF1P2	CPSF1P2
ENSG00000201341	RNU6-421P	RNU6-421P
ENSG00000233887		
ENSG00000237752	NCKAP1P1	NCKAP1P1
ENSG00000234889	KPNB1P1	KPNB1P1
ENSG00000147133	TAF1	TAF1
ENSG00000181191	PJA1	PJA1
ENSG00000172186	HMGN1P35	HMGN1P35
ENSG00000215301	DDX3X	DDX3X
ENSG00000233033	CASK-AS1	CASK-AS1
ENSG00000287394	MAGEA3-DT	MAGEA3-DT
ENSG00000268902	CSAG2	CSAG2
ENSG00000231447		
ENSG00000268916	CSAG3	CSAG3
ENSG00000214282	KRT8P14	KRT8P14
ENSG00000204915	MFFP3	MFFP3
ENSG00000207870	MIR221	MIR221
ENSG00000207725	MIR222	MIR222
ENSG00000269902		
ENSG00000212347		
ENSG00000215286	SRSF6P1	SRSF6P1
ENSG00000234613		
ENSG00000224701	MED28P4	MED28P4
ENSG00000213100	KRT18P68	KRT18P68
ENSG00000184735	DDX53	DDX53
ENSG00000228610	PDCL2P1	PDCL2P1
ENSG00000293395		
ENSG00000231144	EEF1A1P40	EEF1A1P40
ENSG00000222810	RNU2-68P	RNU2-68P
ENSG00000293661		
ENSG00000186376	ZNF75D	ZNF75D
ENSG00000228372	SMIM10L2B-AS1	SMIM10L2B-AS1
ENSG00000293662		
ENSG00000293663		
ENSG00000165359	INTS6L	INTS6L
ENSG00000237833	ETS2P1	ETS2P1
ENSG00000233807	AMZ2P3	AMZ2P3
ENSG00000252486	Y_RNA	
ENSG00000235642	PTP4A1P5	PTP4A1P5
ENSG00000224960	PPP4R3C	PPP4R3C
ENSG00000223391	RDXP2	RDXP2
ENSG00000238247	RDXP3	RDXP3
ENSG00000226881	H3P44	H3P44
ENSG00000130385	BMP15	BMP15
ENSG00000227493		
ENSG00000230926		
ENSG00000237926		
ENSG00000224799		
ENSG00000204271	SPIN3	SPIN3
ENSG00000231765	PPP1R11P2	PPP1R11P2
ENSG00000165591	FAAH2	FAAH2
ENSG00000231831	MTHFD1P1	MTHFD1P1
ENSG00000198455	ZXDB	ZXDB
ENSG00000102128	RAB40AL	RAB40AL
ENSG00000234050		
ENSG00000286846		
ENSG00000224632	NUDT19P2	NUDT19P2
ENSG00000182916	TCEAL7	TCEAL7
ENSG00000185222	TCEAL9	TCEAL9
ENSG00000166681	BEX3	BEX3
ENSG00000172476	RAB40A	RAB40A
ENSG00000197976	AKAP17A	AKAP17A
ENSG00000196433	ASMT	ASMT
ENSG00000234622		
ENSG00000221463	MIR1277	MIR1277
ENSG00000147251	DOCK11	DOCK11
ENSG00000206862	Y_RNA	
ENSG00000230399	RBBP8P1	RBBP8P1
ENSG00000126012	KDM5C	KDM5C
ENSG00000198223	CSF2RA	CSF2RA
ENSG00000126767	ELK1	ELK1
ENSG00000267064	UXT-AS1	UXT-AS1
ENSG00000102057	KCND1	KCND1
ENSG00000175556	LONRF3	LONRF3
ENSG00000175809	CBLL2	CBLL2
ENSG00000232332	ARL5AP5	ARL5AP5
ENSG00000102390	PBDC1	PBDC1
ENSG00000237252	MMADHCP1	MMADHCP1
ENSG00000201826	RNU6-867P	RNU6-867P
ENSG00000274398		
ENSG00000293700		
ENSG00000234636	MED14OS	MED14OS
ENSG00000293816		
ENSG00000293858		
ENSG00000293881		
ENSG00000293893		
ENSG00000293994		
ENSG00000294004		
ENSG00000294011		
ENSG00000294026		
ENSG00000294030		
ENSG00000294050		
ENSG00000294091		
ENSG00000294104		
ENSG00000294283		
ENSG00000231110		
ENSG00000229012		
ENSG00000294366		
ENSG00000289923		
ENSG00000294370		
ENSG00000294392		
ENSG00000294407		
ENSG00000294438		
ENSG00000294448		
ENSG00000294454		
ENSG00000294456		
ENSG00000294484		
ENSG00000289864		
ENSG00000294603		
ENSG00000294613		
ENSG00000235189		
ENSG00000294726		
ENSG00000294791		
ENSG00000226985	LINC01203	LINC01203
ENSG00000294863		
ENSG00000294999		
ENSG00000231830		
ENSG00000295010		
ENSG00000295156		
ENSG00000289038		
ENSG00000295165		
ENSG00000197180	ATP6AP1-DT	ATP6AP1-DT
ENSG00000295228		
ENSG00000290740		
ENSG00000295269		
ENSG00000295275		
ENSG00000295325		
ENSG00000295333		
ENSG00000295336		
ENSG00000295343		
ENSG00000295365		
ENSG00000295389		
ENSG00000225970		
ENSG00000230105		
ENSG00000295508		
ENSG00000295510		
ENSG00000295515		
ENSG00000295525		
ENSG00000295652		
ENSG00000286724		
ENSG00000285018		
ENSG00000295984		
ENSG00000293351	MAP2K4P1	
ENSG00000296021		
ENSG00000296047		
ENSG00000283692		
ENSG00000296130		
ENSG00000296151		
ENSG00000233785	SAT1-DT	SAT1-DT
ENSG00000296180		
ENSG00000296219		
ENSG00000296231		
ENSG00000296240		
ENSG00000296247		
ENSG00000296276		
ENSG00000296295		
ENSG00000296303		
ENSG00000290746	CA5BP1	
ENSG00000236393	LINC03099	LINC03099
ENSG00000296354		
ENSG00000296358		
ENSG00000286072		
ENSG00000296408		
ENSG00000296440		
ENSG00000296456		
ENSG00000236017	ASMTL-AS1	ASMTL-AS1
ENSG00000296573		
ENSG00000296590		
ENSG00000296675		
ENSG00000296679		
ENSG00000296700		
ENSG00000296760		
ENSG00000284377		
ENSG00000296782		
ENSG00000290811	NXF4	
ENSG00000225833	ACE2-DT	ACE2-DT
ENSG00000296839		
ENSG00000296858		
ENSG00000226031	FGF13-AS1	FGF13-AS1
ENSG00000296968		
ENSG00000296977		
ENSG00000259977		
ENSG00000296982		
ENSG00000296989		
ENSG00000290520		
ENSG00000297011		
ENSG00000236256	DIAPH2-AS1	DIAPH2-AS1
ENSG00000297015		
ENSG00000297016		
ENSG00000297034		
ENSG00000297051		
ENSG00000297066		
ENSG00000268066	FMR1-AS1	FMR1-AS1
ENSG00000237863	IRS4-AS1	IRS4-AS1
ENSG00000297186		
ENSG00000285679		
ENSG00000297223		
ENSG00000203930	LINC00632	LINC00632
ENSG00000297249		
ENSG00000230668		
ENSG00000293469	CHMP1B2P	
ENSG00000297286		
ENSG00000297294		
ENSG00000232828		
ENSG00000281849		
ENSG00000231154	MORF4L2-AS1	MORF4L2-AS1
ENSG00000297343		
ENSG00000297375		
ENSG00000287370		
ENSG00000236871	LINC00106	LINC00106
ENSG00000297424		
ENSG00000229563	LINC01204	LINC01204
ENSG00000297550		
ENSG00000297584		
ENSG00000297605		
ENSG00000297641		
ENSG00000297657		
ENSG00000261435		
ENSG00000297686		
ENSG00000297693		
ENSG00000297705		
ENSG00000297719		
ENSG00000297726		
ENSG00000297727		
ENSG00000236091	LINC02243	LINC02243
ENSG00000297744		
ENSG00000297768		
ENSG00000297788		
ENSG00000297813		
ENSG00000297828		
ENSG00000297845		
ENSG00000297847		
ENSG00000297873		
ENSG00000297976		
ENSG00000298012		
ENSG00000298034		
ENSG00000298059		
ENSG00000286523		
ENSG00000298103		
ENSG00000229491		
ENSG00000298134		
ENSG00000298253		
ENSG00000260683		
ENSG00000298367		
ENSG00000298409		
ENSG00000298422		
ENSG00000289479		
ENSG00000235802	HCFC1-AS1	HCFC1-AS1
ENSG00000298502		
ENSG00000298669		
ENSG00000298688		
ENSG00000298691		
ENSG00000298740		
ENSG00000298742		
ENSG00000298752		
ENSG00000298798		
ENSG00000224294	PINCR	PINCR
ENSG00000298911		
ENSG00000290748		
ENSG00000291054		
ENSG00000298984		
ENSG00000299029		
ENSG00000299048		
ENSG00000299057		
ENSG00000235304	LINC01281	LINC01281
ENSG00000290806		
ENSG00000299125		
ENSG00000285756		
ENSG00000286431		
ENSG00000235437	LINC01278	LINC01278
ENSG00000289870		
ENSG00000299352		
ENSG00000289365		
ENSG00000290713		
ENSG00000299522		
ENSG00000299659		
ENSG00000299685		
ENSG00000299699		
ENSG00000286085		
ENSG00000299734		
ENSG00000299742		
ENSG00000288595		
ENSG00000299780		
ENSG00000293448		
ENSG00000299816		
ENSG00000299839		
ENSG00000299900		
ENSG00000299918		
ENSG00000230317	LINC01284	LINC01284
ENSG00000236120	LINC03070	LINC03070
ENSG00000300004		
ENSG00000300069		
ENSG00000286163		
ENSG00000300098		
ENSG00000300121		
ENSG00000300140		
ENSG00000300154		
ENSG00000300160		
ENSG00000300177		
ENSG00000287776		
ENSG00000226310		
ENSG00000300310		
ENSG00000300315		
ENSG00000300328		
ENSG00000300338		
ENSG00000232412	STAG2-AS1	STAG2-AS1
ENSG00000300464		
ENSG00000290734		
ENSG00000300611		
ENSG00000300720		
ENSG00000287806		
ENSG00000300762		
ENSG00000289890		
ENSG00000224610		
ENSG00000300848		
ENSG00000300880		
ENSG00000300913		
ENSG00000300926		
ENSG00000300962		
ENSG00000286118		
ENSG00000301008		
ENSG00000228933		
ENSG00000301130		
ENSG00000301170		
ENSG00000204904	LINC01545	LINC01545
ENSG00000301267		
ENSG00000301275		
ENSG00000301283		
ENSG00000231937		
ENSG00000301333		
ENSG00000301355		
ENSG00000301433		
ENSG00000301466		
ENSG00000301494		
ENSG00000301498		
ENSG00000301521		
ENSG00000301549		
ENSG00000223546	LINC00630	LINC00630
ENSG00000270069	MIR222HG	MIR222HG
ENSG00000270050		
ENSG00000286327		
ENSG00000301642		
ENSG00000237531		
ENSG00000301662		
ENSG00000271147		
ENSG00000301679		
ENSG00000301687		
ENSG00000301689		
ENSG00000301692		
ENSG00000301702		
ENSG00000223714	LINC02601	LINC02601
ENSG00000301726		
ENSG00000301736		
ENSG00000301757		
ENSG00000301765		
ENSG00000301792		
ENSG00000301838		
ENSG00000301847		
ENSG00000301848		
ENSG00000301854		
ENSG00000233093	LINC00892	LINC00892
ENSG00000301893		
ENSG00000301928		
ENSG00000301963		
ENSG00000302007		
ENSG00000302040		
ENSG00000280870	MIR325HG	MIR325HG
ENSG00000302095		
ENSG00000302260		
ENSG00000302321		
ENSG00000302332		
ENSG00000302350		
ENSG00000230153	LINC02927	LINC02927
ENSG00000302366		
ENSG00000302383		
ENSG00000302412		
ENSG00000302427		
ENSG00000277215	SPANXA2-OT1	SPANXA2-OT1
ENSG00000224765	LINC02931	LINC02931
ENSG00000302450		
ENSG00000302460		
ENSG00000302465		
ENSG00000302471		
ENSG00000302488		
ENSG00000302519		
ENSG00000302568		
ENSG00000284391		
ENSG00000281566	LINC03077	LINC03077
ENSG00000302645		
ENSG00000302677		
ENSG00000302702		
ENSG00000289287		
ENSG00000235461		
ENSG00000302729		
ENSG00000228543		
ENSG00000302773		
ENSG00000302774		
ENSG00000302782		
ENSG00000302791		
ENSG00000302856		
ENSG00000289570		
ENSG00000223486	LINC03053	LINC03053
ENSG00000302929		
ENSG00000302958		
ENSG00000302967		
ENSG00000302988		
ENSG00000302990		
ENSG00000302991		
ENSG00000303014		
ENSG00000303020		
ENSG00000288856		
ENSG00000303031		
ENSG00000303056		
ENSG00000303077		
ENSG00000303079		
ENSG00000233103		
ENSG00000303092		
ENSG00000231651	DLG3-AS1	DLG3-AS1
ENSG00000303112		
ENSG00000289132		
ENSG00000234390	USP27X-DT	USP27X-DT
ENSG00000281852	LINC00891	LINC00891
ENSG00000303214		
ENSG00000303236		
ENSG00000303286		
ENSG00000291017		
ENSG00000303315		
ENSG00000303321		
ENSG00000303363		
ENSG00000288739		
ENSG00000303456		
ENSG00000303481		
ENSG00000303488		
ENSG00000303514		
ENSG00000303515		
ENSG00000274536	MIR223HG	MIR223HG
ENSG00000303603		
ENSG00000303626		
ENSG00000303640		
ENSG00000303644		
ENSG00000204620		
ENSG00000303654		
ENSG00000303663		
ENSG00000303677		
ENSG00000303680		
ENSG00000286366		
ENSG00000228459	LINC01546	LINC01546
ENSG00000303749		
ENSG00000303789		
ENSG00000303837		
ENSG00000303863		
ENSG00000303890		
ENSG00000303910		
ENSG00000303923		
ENSG00000303925		
ENSG00000303947		
ENSG00000303980		
ENSG00000304002		
ENSG00000283638	MIR106AHG	MIR106AHG
ENSG00000304092		
ENSG00000304131		
ENSG00000290686		
ENSG00000281091	LL0XNC01-250H12.3	
ENSG00000304235		
ENSG00000224292	PORCN-DT	PORCN-DT
ENSG00000287619		
ENSG00000304280		
ENSG00000304307		
ENSG00000304365		
ENSG00000304385		
ENSG00000304403		
ENSG00000304417		
ENSG00000232160	RAP2C-AS1	RAP2C-AS1
ENSG00000304431		
ENSG00000304452		
ENSG00000288783		
ENSG00000304511		
ENSG00000304513		
ENSG00000304535		
ENSG00000304549		
ENSG00000304551		
ENSG00000304633		
ENSG00000304644		
ENSG00000304664		
ENSG00000304725		
ENSG00000226725	PABPC1L2B-AS1	PABPC1L2B-AS1
ENSG00000231963		
ENSG00000304825		
ENSG00000304844		
ENSG00000304849		
ENSG00000304904		
ENSG00000234161	PABPC5-AS1	PABPC5-AS1
ENSG00000230899	MAGEA8-AS1	MAGEA8-AS1
ENSG00000273769	L1CAM-AS1	L1CAM-AS1
ENSG00000305030		
ENSG00000305051		
ENSG00000203650	LINC01285	LINC01285
ENSG00000225689		
ENSG00000305130		
ENSG00000238178	MAGEB17-AS1	MAGEB17-AS1
ENSG00000305216		
ENSG00000237341	SYP-AS1	SYP-AS1
ENSG00000223438		
ENSG00000227060	LINC00629	LINC00629
ENSG00000223749	MIR503HG	MIR503HG
ENSG00000305308		
ENSG00000305363		
ENSG00000305399		
ENSG00000305418		
ENSG00000305467		
ENSG00000285899		
ENSG00000305486		
ENSG00000305500		
ENSG00000241743	XACT	XACT
ENSG00000287918		
ENSG00000305559		
ENSG00000305567		
ENSG00000305574		
ENSG00000287171	LINC03113	LINC03113
ENSG00000214915		
ENSG00000305612		
ENSG00000305614		
ENSG00000305821		
ENSG00000305835		
ENSG00000305839		
ENSG00000280195		
ENSG00000305876		
ENSG00000286767		
ENSG00000305974		
ENSG00000228659	LINC01201	LINC01201
ENSG00000306049		
ENSG00000306059		
ENSG00000306065		
ENSG00000232725	PLXNB3-AS1	PLXNB3-AS1
ENSG00000290714		
ENSG00000284994		
ENSG00000236751	LINC01186	LINC01186
ENSG00000306237		
ENSG00000306298		
ENSG00000306376		
ENSG00000306433		
ENSG00000306463		
ENSG00000306484		
ENSG00000306507		
ENSG00000288817		
ENSG00000306697		
ENSG00000285896	LINC03114	LINC03114
ENSG00000289127		
ENSG00000238123	MID1IP1-AS1	MID1IP1-AS1
ENSG00000306747		
ENSG00000235806		
ENSG00000306777		
ENSG00000306793		
ENSG00000306798		
ENSG00000306814		
ENSG00000306822		
ENSG00000306823		
ENSG00000293307	UBE2DNL	UBE2DNL
ENSG00000306898		
ENSG00000306932		
ENSG00000306982		
ENSG00000306998		
ENSG00000273877		
ENSG00000215162	LINC00269	LINC00269
ENSG00000307069		
ENSG00000307072		
ENSG00000288759		
ENSG00000233145		
ENSG00000307210		
ENSG00000307263		
ENSG00000237221	PPEF1-AS1	PPEF1-AS1
ENSG00000233067	PTCHD1-AS	PTCHD1-AS
ENSG00000307341		
ENSG00000307366		
ENSG00000233403		
ENSG00000307423		
ENSG00000307531		
ENSG00000307552		
ENSG00000307559		
ENSG00000307588		
ENSG00000307619		
ENSG00000234129	HCCS-DT	HCCS-DT
ENSG00000307678		
ENSG00000286794		
ENSG00000307804		
ENSG00000223511	LINC02968	LINC02968
ENSG00000307846		
ENSG00000307867		
ENSG00000258545	RHOXF1-AS1	RHOXF1-AS1
ENSG00000307880		
ENSG00000307885		
ENSG00000307891		
ENSG00000289237		
ENSG00000307914		
ENSG00000293328	NKAPP1	NKAPP1
ENSG00000307948		
ENSG00000307968		
ENSG00000308010		
ENSG00000286650		
ENSG00000308122		
ENSG00000308198		
ENSG00000233928		
ENSG00000287757		
ENSG00000308264		
ENSG00000308265		
ENSG00000289068		
ENSG00000224533	TMLHE-AS1	TMLHE-AS1
ENSG00000224216		
ENSG00000290643		
ENSG00000308412		
ENSG00000308465		
ENSG00000308487		
ENSG00000308582		
ENSG00000234696	GPR50-AS1	GPR50-AS1
ENSG00000269993		
ENSG00000229967	MAGEA4-AS1	MAGEA4-AS1
ENSG00000308655		
ENSG00000308681		
ENSG00000308704		
ENSG00000308713		
ENSG00000227610	FRMPD3-AS1	FRMPD3-AS1
ENSG00000308732		
ENSG00000226679		
ENSG00000235244	DANT2	DANT2
ENSG00000308807		
ENSG00000293160		
ENSG00000229335	DANT1	DANT1
ENSG00000308814		
ENSG00000287017		
ENSG00000308827		
ENSG00000308829		
ENSG00000308831		
ENSG00000308839		
ENSG00000289575		
ENSG00000224281	SLC25A5-AS1	SLC25A5-AS1
ENSG00000308973		
ENSG00000309030		
ENSG00000309053		
ENSG00000230844	ZNF674-AS1	ZNF674-AS1
ENSG00000309096		
ENSG00000309214		
ENSG00000309327		
ENSG00000309342		
ENSG00000291040	CD99P1	CD99P1
ENSG00000235703	EOLA2-DT	EOLA2-DT
ENSG00000289596		
ENSG00000289007	LINC03112	LINC03112
ENSG00000309436		
ENSG00000309443		
ENSG00000309444		
ENSG00000309448		
ENSG00000309459		
ENSG00000309462		
ENSG00000235385	LINC02154	LINC02154
ENSG00000309495		
ENSG00000287215		
ENSG00000309508		
ENSG00000289959		
ENSG00000309530		
ENSG00000309531		
ENSG00000229807	XIST	XIST
ENSG00000230159		
ENSG00000288098		
ENSG00000225235	INTS6L-AS1	INTS6L-AS1
ENSG00000309605		
ENSG00000309646		
ENSG00000309668		
ENSG00000309709		
ENSG00000309710		
ENSG00000309711		
ENSG00000309836		
ENSG00000287024		
ENSG00000309870		
ENSG00000225882	LINC01456	LINC01456
ENSG00000309885		
ENSG00000309899		
ENSG00000309957		
ENSG00000310029		
ENSG00000310048		
ENSG00000290955		
ENSG00000236064		
ENSG00000310131		
ENSG00000283380		
ENSG00000310220		
ENSG00000310232		
ENSG00000310248		
ENSG00000310315		
ENSG00000310384		
ENSG00000310447		
ENSG00000310460		
ENSG00000304599		
ENSG00000185203	WASIR1	WASIR1
ENSG00000124334	IL9R	IL9R
ENSG00000295939		
ENSG00000297794		
ENSG00000184481	FOXO4	FOXO4
ENSG00000228427		
ENSG00000309562		
ENSG00000303774		
ENSG00000279750		
ENSG00000287767		
ENSG00000122824	NUDT10	NUDT10
ENSG00000226530		
ENSG00000187690	EZHIP	EZHIP
ENSG00000196368	NUDT11	NUDT11
ENSG00000234766	LINC01496	LINC01496
ENSG00000224109	CENPVL3	CENPVL3
ENSG00000283093	CENPVL2	CENPVL2
ENSG00000223591	CENPVL1	CENPVL1
ENSG00000179222	MAGED1	MAGED1
ENSG00000228827		
ENSG00000232951	IPO7P1	IPO7P1
ENSG00000237528	UQCR10P1	UQCR10P1
ENSG00000178605	GTPBP6	GTPBP6
ENSG00000297378		
ENSG00000297362		
ENSG00000293263		
ENSG00000299133		
ENSG00000303123		
ENSG00000068308	OTUD5	OTUD5
ENSG00000302089		
ENSG00000294702		
ENSG00000307899		
ENSG00000185638	FTH1P14	FTH1P14
ENSG00000295695		
ENSG00000197582	GPX1P1	GPX1P1
ENSG00000294850		
ENSG00000224556		
ENSG00000299603		
ENSG00000226199		
ENSG00000304658		
ENSG00000214745	GOT2P6	GOT2P6
ENSG00000227486		
ENSG00000215105	TTC3P1	TTC3P1
ENSG00000294822		
ENSG00000229594		
ENSG00000302661		
ENSG00000224523		
ENSG00000296721		
ENSG00000237748	UQCRBP1	UQCRBP1
ENSG00000295420		
ENSG00000238222	MKRN4P	MKRN4P
ENSG00000300293		
ENSG00000277883	NLRP3P1	NLRP3P1
ENSG00000310118		
ENSG00000235730	OR2AF1P	OR2AF1P
ENSG00000286060		
ENSG00000227881	ASS1P5	ASS1P5
ENSG00000295594		
ENSG00000241418	MCRIP2P1	MCRIP2P1
ENSG00000213468	FIRRE	FIRRE
ENSG00000225660		
ENSG00000289591		
ENSG00000224816	NAP1L4P2	NAP1L4P2
ENSG00000300518		
ENSG00000235636	NUS1P1	NUS1P1
ENSG00000310113		
ENSG00000213706	RHOG2P	RHOG2P
ENSG00000302492		
ENSG00000295135		
ENSG00000277008	TEX28P2	TEX28P2
ENSG00000295383		
ENSG00000227058		
ENSG00000228771		
ENSG00000301181		
ENSG00000229885		
ENSG00000299008		
ENSG00000196395		
ENSG00000308600		
ENSG00000235350		
ENSG00000296579		
ENSG00000227536	SOCS5P4	SOCS5P4
ENSG00000297775		
ENSG00000225125	RANP4	RANP4
ENSG00000299000		
ENSG00000180284	CNEP1R1P1	CNEP1R1P1
ENSG00000297314		
ENSG00000232813	S100A11P6	S100A11P6
ENSG00000308268		
ENSG00000241207	SSX18P	SSX18P
ENSG00000223819	PPIAP89	PPIAP89
ENSG00000275320		
ENSG00000299744		
ENSG00000275882	IKBKGP1	IKBKGP1
ENSG00000306316		
ENSG00000226141		
ENSG00000306286		
ENSG00000280116		
ENSG00000289245		
ENSG00000233984	RPSAP14	RPSAP14
ENSG00000234969	AARSD1P1	AARSD1P1
ENSG00000225470	JPX	JPX
ENSG00000223753		
ENSG00000302652		
ENSG00000231725	VN1R110P	VN1R110P
ENSG00000297322		
ENSG00000243048	FTHL18P	FTHL18P
ENSG00000300194	FTHL18P	FTHL18P
ENSG00000214992	AKAP17BP	AKAP17BP
ENSG00000298573		
ENSG00000230376	MEMO1P4	MEMO1P4
ENSG00000306843		
ENSG00000282850	RHOXF1P2	RHOXF1P2
ENSG00000291200		
ENSG00000237757	EEF1A1P30	EEF1A1P30
ENSG00000307893		
ENSG00000283178		
ENSG00000309173		
ENSG00000235946	H2BW3P	H2BW3P
ENSG00000294789		
ENSG00000174028	FAM3C2P	FAM3C2P
ENSG00000295221		
ENSG00000238190	HMGB1P15	HMGB1P15
ENSG00000295312		
ENSG00000238049		
ENSG00000301123		
ENSG00000157600	TMEM164	TMEM164
ENSG00000233535		
ENSG00000046647	GEMIN8	GEMIN8
ENSG00000130962	PRRG1	PRRG1
ENSG00000241607	FTH1P28	FTH1P28
ENSG00000296003		
ENSG00000219186	FTH1P19	FTH1P19
ENSG00000234355	FTH1P27	FTH1P27
ENSG00000174678	FAM47DP	FAM47DP
ENSG00000147036	LANCL3	LANCL3
ENSG00000299600		
ENSG00000299613		
ENSG00000285944	H2AL1MP	H2AL1MP
ENSG00000292327	PPP2R3B	PPP2R3B
ENSG00000292328	RPL14P5	RPL14P5
ENSG00000292329		
ENSG00000292332	IL3RA	IL3RA
ENSG00000292333	P2RY8	P2RY8
ENSG00000292334	SLC25A6	SLC25A6
ENSG00000292337	DHRSX-IT1	DHRSX-IT1
ENSG00000292338	DHRSX	DHRSX
ENSG00000292339	ASMTL	ASMTL
ENSG00000292342	LINC00685	LINC00685
ENSG00000292344	PLCXD1	PLCXD1
ENSG00000292345	ZBED1	ZBED1
ENSG00000292346	MIR6089	MIR6089
ENSG00000292347	LINC00102	LINC00102
ENSG00000292348	CD99	CD99
ENSG00000292350	Metazoa_SRP	
ENSG00000292352	FABP5P13	FABP5P13
ENSG00000292353	KRT18P53	KRT18P53
ENSG00000292354	SHOX	SHOX
ENSG00000292355	MIR3690	MIR3690
ENSG00000292356	RNA5SP498	RNA5SP498
ENSG00000292361	CD99P1	CD99P1
ENSG00000292363	CRLF2	CRLF2
ENSG00000292343	AKAP17A	AKAP17A
ENSG00000292336	ASMT	ASMT
ENSG00000292330		
ENSG00000292357	CSF2RA	CSF2RA
ENSG00000310541		
ENSG00000310543		
ENSG00000310544		
ENSG00000310545		
ENSG00000310546		
ENSG00000292331	ASMTL-AS1	ASMTL-AS1
ENSG00000310547		
ENSG00000310548		
ENSG00000292349		
ENSG00000292341	LINC00106	LINC00106
ENSG00000310549		
ENSG00000310551		
ENSG00000310552		
ENSG00000292335		
ENSG00000310553		
ENSG00000310554		
ENSG00000310556		
ENSG00000310540	LINC02968	LINC02968
ENSG00000292362	CD99P1	CD99P1
ENSG00000292360	LINC03112	LINC03112
ENSG00000310557		
ENSG00000292358	GTPBP6	GTPBP6
ENSG00000292364	AMD1P2	AMD1P2
ENSG00000292365	DPH3P2	DPH3P2
ENSG00000292366	VAMP7	VAMP7
ENSG00000292367	ELOCP24	ELOCP24
ENSG00000292368	TRPC6P1	TRPC6P1
ENSG00000292369		
ENSG00000292371	DDX11L16	DDX11L16
ENSG00000292372	WASH6P	WASH6P
ENSG00000310550		
ENSG00000310555		
ENSG00000292370	WASIR1	WASIR1
ENSG00000292373	IL9R	IL9R
ENSG00000310542		
ENSG00000215601	TSPY24P	TSPY24P
ENSG00000215603	ZNF92P1Y	ZNF92P1Y
ENSG00000225878	SERBP1P2	SERBP1P2
ENSG00000236435	TSPY12P	TSPY12P
ENSG00000258991	DUX4L19	DUX4L19
ENSG00000224518		
ENSG00000231988	OFD1P3Y	OFD1P3Y
ENSG00000238073	RBMY2HP	RBMY2HP
ENSG00000275866		
ENSG00000271595	ELOCP35	ELOCP35
ENSG00000183704	SLC9B1P1	SLC9B1P1
ENSG00000232927	USP12PY	USP12PY
ENSG00000277438	KDM5DP1	KDM5DP1
ENSG00000259154	DUX4L17	DUX4L17
ENSG00000169789	PRY	PRY
ENSG00000273589		
ENSG00000273863		
ENSG00000271375		
ENSG00000224634	ZNF736P6Y	ZNF736P6Y
ENSG00000285470	TUSC2P1	TUSC2P1
ENSG00000234620	PUDPP1	PUDPP1
ENSG00000236690		
ENSG00000273693	CDRT15P10	CDRT15P10
ENSG00000114374	USP9Y	USP9Y
ENSG00000169807	PRY2	PRY2
ENSG00000223422		
ENSG00000231159	OFD1P8Y	OFD1P8Y
ENSG00000225653	RNF19BPY	RNF19BPY
ENSG00000251618		
ENSG00000229159	TSPY23P	TSPY23P
ENSG00000228578	TUBB1P2	TUBB1P2
ENSG00000275280		
